runner_id,age,gender,running_experience_months,previous_marathon_count,training_program,motivation_level,personal_best_minutes,weekly_mileage_miles,runs_per_week,long_run_distance_km,speed_work_sessions_per_week,rest_days_per_week,training_adherence_pct,consecutive_weeks_no_miss,cross_training_hours_per_week,resting_heart_rate_bpm,vo2_max,bmi,recovery_score,sleep_hours_avg,injury_count,injury_severity,nutrition_score,hydration_consistency,training_streak_days,missed_workout_pct,early_morning_run_frequency,weather_condition_training_pct,goal_completion_rate,run_club_attendance_rate,warmup_adherence_pct,stretching_adherence_pct,marathon_date,marathon_weather,course_difficulty,target_finish_time_minutes,actual_finish_time_minutes,mental_preparation_score,medal_outcome,dnf,is_first_marathon,vo2_max_was_missing,cross_training_hours_per_week_was_missing,nutrition_score_was_missing,hydration_consistency_was_missing,sleep_hours_avg_was_missing,implausible_volume,medal,goal_gap
R032974,35,Female,6,2,Beginner,10,285.0,13.7,3,16.4,1,3,99,14,0.0,80,44.7441298025136,22.2,5.8,8.1,0,None,3.0,8.0,108,1,51,41,82,63,59,100,2025-02-19,Cold,Mixed,265,305.0,5,0,0,0,0,0,0,0,0,0,0,40.0
R033833,37,Female,15,1,Beginner,5,271.0,15.3,5,15.0,1,2,95,16,0.0,80,46.27364242269618,21.3,7.8,8.6,0,None,5.0,6.0,112,5,71,3,56,78,32,21,2024-10-03,Sunny,Hilly,259,294.0,8,0,0,0,0,0,0,0,0,0,0,35.0
R078445,65,Female,84,4,Advanced,1,227.0,17.3,5,15.1,1,2,61,7,0.0,80,54.7784800165076,22.9,4.5,7.8,0,None,6.0,5.0,64,39,43,0,50,0,40,29,2024-01-26,Sunny,Mixed,198,232.0,6,0,0,0,0,0,1,0,0,0,0,34.0
R040531,65,Female,43,2,Intermediate,10,295.0,12.4,5,15.0,1,2,92,13,1.7,80,49.911095667137445,22.6,5.2,8.1,0,None,6.0,6.0,83,8,68,6,73,59,52,80,2024-05-02,Hot,Flat,274,309.0,8,0,0,0,0,0,0,0,0,0,0,35.0
R050654,59,Male,11,5,Beginner,3,305.0,15.8,4,15.0,1,3,69,13,0.0,80,37.65557720022244,25.8,5.6,6.4,0,None,10.0,10.0,94,31,36,0,65,32,38,41,2024-01-09,Sunny,Hilly,304,348.0,6,0,0,0,0,0,0,0,0,0,0,44.0
R072062,18,Non-binary,58,1,Intermediate,3,279.0,14.5,4,16.3,1,3,75,11,0.3,71,60.5409749888282,20.4,10.0,6.2,0,None,6.0,6.0,85,25,40,9,50,6,77,39,2024-06-10,Sunny,Flat,248,271.0,5,2,0,0,0,0,0,0,0,0,1,23.0
R079820,55,Female,29,2,Intermediate,6,237.0,12.4,5,15.0,1,2,89,13,6.3,80,48.30415021672104,20.3,7.3,6.6,0,None,9.0,6.0,93,11,61,14,100,41,79,45,2025-02-02,Sunny,Flat,230,255.0,9,2,0,0,0,0,0,1,0,0,1,25.0
R038852,32,Non-binary,6,2,Beginner,6,288.0,14.1,4,15.0,0,3,87,15,1.4,66,59.738585960264494,22.4,8.8,5.0,1,Minor,9.0,6.0,76,13,28,20,58,54,75,45,2025-06-23,Cloudy,Mixed,289,323.0,7,0,0,0,0,0,0,0,0,0,0,34.0
R068266,32,Male,56,3,Intermediate,5,299.0,21.9,4,15.0,0,3,86,14,1.3,64,70.9303764697438,25.3,7.5,5.7,0,None,4.0,6.0,97,14,8,21,96,29,29,57,2025-08-28,Sunny,Mixed,274,296.0,6,3,0,0,0,0,0,1,0,0,1,22.0
R099065,53,Female,6,1,Beginner,3,271.0,12.4,4,15.0,1,3,90,13,0.0,80,53.55743104202453,24.2,7.2,6.9,0,None,6.0,5.0,66,10,20,22,73,17,63,25,2024-04-07,Rainy,Flat,240,278.0,7,0,0,0,1,0,1,0,0,0,0,38.0
R029872,57,Male,56,4,Intermediate,2,240.0,12.4,4,15.0,1,3,87,16,0.0,65,65.17758553793331,23.0,4.4,8.3,0,None,6.0,5.0,111,13,0,23,77,29,63,77,2025-09-10,Cold,Hilly,246,282.0,9,0,0,0,0,0,0,0,0,0,0,36.0
R053285,20,Male,6,3,Beginner,10,258.0,19.0,5,15.0,1,2,93,13,0.0,78,51.88414792190331,19.2,9.8,7.6,0,None,3.0,7.0,47,7,64,86,97,33,76,71,2025-08-23,Hot,Hilly,258,302.0,8,0,0,0,0,0,0,0,0,0,0,44.0
R010154,59,Female,6,2,Beginner,1,247.0,12.4,5,17.7,0,2,55,11,0.0,51,69.15530377956424,25.0,5.4,7.4,1,Minor,9.0,8.0,79,19,30,15,62,10,82,35,2025-04-19,Hot,Flat,226,248.0,7,3,0,0,0,0,0,0,0,0,1,22.0
R023974,47,Male,94,4,Advanced,3,172.0,16.0,5,15.0,1,2,76,14,1.5,80,50.39944739136672,26.9,4.1,6.5,0,None,8.0,9.0,111,24,0,38,73,33,68,15,2024-05-27,Sunny,Mixed,162,194.0,6,1,0,0,0,0,0,0,0,0,1,32.0
R038288,48,Female,10,2,Beginner,4,286.0,12.4,3,15.0,1,3,72,8,0.7,77,53.55743104202453,18.7,5.0,6.8,0,None,5.0,8.0,80,28,11,50,75,44,29,58,2025-06-20,Cloudy,Mixed,270,308.0,5,0,0,0,1,0,0,0,0,0,0,38.0
R080356,23,Male,7,2,Beginner,2,270.0,12.4,3,15.0,1,3,66,9,0.0,72,55.56670856150904,23.1,6.7,5.0,1,Moderate,6.0,3.0,92,34,6,0,43,49,46,0,2025-10-13,Sunny,Flat,247,293.0,3,0,0,0,0,0,0,0,0,0,0,46.0
R078165,27,Male,10,2,Beginner,4,287.0,12.4,3,15.0,1,3,84,15,2.9,74,56.392508195412255,24.0,9.1,6.4,0,None,4.0,3.0,69,16,29,36,99,6,92,74,2024-05-18,Cold,Flat,286,319.0,8,1,0,0,0,0,0,0,0,0,1,33.0
R076150,46,Female,6,0,Beginner,8,,12.4,3,15.0,1,3,93,14,0.0,80,47.37717994068466,22.4,6.0,7.5,0,None,4.0,6.0,107,7,26,0,66,54,86,78,2024-06-15,Cloudy,Flat,302,333.0,5,1,0,1,0,0,0,0,0,0,1,31.0
R060602,34,Male,36,1,Intermediate,8,217.0,18.3,4,15.0,1,3,73,9,0.0,80,49.05188406124289,25.3,8.2,7.6,0,None,5.0,9.0,65,27,62,31,81,50,36,61,2024-10-30,Hot,Mixed,198,238.0,7,0,0,0,0,0,0,0,0,0,0,40.0
R039073,37,Male,6,2,Beginner,3,276.0,12.4,3,15.0,1,3,90,16,0.0,72,54.50996357952417,23.3,7.2,6.9,0,None,8.0,8.0,106,10,1,17,64,0,36,79,2024-11-20,Sunny,Mixed,277,309.0,8,1,0,0,0,0,0,0,0,0,1,32.0
R012438,65,Female,24,3,Beginner,1,298.0,12.4,4,15.0,1,3,84,15,0.0,80,43.53099659219976,22.1,3.8,7.3,0,None,10.0,5.0,45,16,30,0,81,0,33,86,2024-02-26,Windy,Mixed,268,312.0,5,0,0,0,0,0,0,0,0,0,0,44.0
R087371,54,Female,42,2,Intermediate,3,311.0,12.4,5,16.4,0,2,82,12,0.0,78,51.9535171205419,23.4,5.6,6.9,1,Minor,8.0,8.0,47,18,5,17,48,28,59,60,2025-12-13,Cold,Mixed,287,332.0,5,0,0,0,0,0,0,0,0,0,0,45.0
R059312,30,Male,6,4,Beginner,6,284.0,12.4,3,15.0,1,3,65,9,0.0,74,62.35934951737971,24.4,8.6,7.1,2,Moderate,9.0,1.0,88,35,32,35,53,92,57,0,2025-10-07,Cloudy,Hilly,272,321.0,7,0,0,0,0,0,0,0,0,0,0,49.0
R026214,32,Male,34,0,Intermediate,6,,17.5,5,15.0,1,2,74,12,2.7,80,44.595016443524095,28.6,5.2,7.3,2,Moderate,9.0,6.0,42,26,32,28,35,68,35,47,2024-07-11,Cold,Mixed,237,291.0,8,0,0,1,0,0,0,1,0,0,0,54.0
R009633,61,Female,26,3,Intermediate,10,300.0,25.1,6,15.0,2,1,93,12,0.0,75,53.55743104202453,18.0,3.4,5.7,0,None,8.0,5.0,79,7,60,61,78,93,96,21,2024-10-24,Windy,Flat,257,288.0,6,1,0,0,1,0,0,0,0,0,1,31.0
R080075,48,Female,16,1,Beginner,6,265.0,14.5,5,15.0,1,2,84,13,0.0,80,48.75392075586273,20.9,5.6,7.3,0,None,8.0,8.0,73,16,38,34,55,78,92,100,2024-12-28,Windy,Mixed,246,287.0,4,0,0,0,0,0,0,0,0,0,0,41.0
R027521,62,Male,6,5,Beginner,1,277.0,12.4,5,15.0,2,2,70,10,0.5,80,53.55743104202453,24.5,1.4,6.8,2,Minor,8.0,2.0,86,30,0,17,66,0,46,0,2024-02-07,Rainy,Flat,278,329.0,5,0,0,0,1,0,0,0,0,0,0,51.0
R033919,31,Female,29,1,Intermediate,5,255.0,12.4,3,15.0,0,3,66,12,3.4,69,59.39761368431042,21.3,7.9,6.1,0,None,8.0,2.0,17,34,48,4,79,37,60,9,2025-05-19,Sunny,Hilly,249,282.0,8,1,0,0,0,0,0,0,0,0,1,33.0
R010910,46,Female,13,0,Beginner,6,,12.4,4,15.0,1,3,90,14,1.0,80,53.55743104202453,23.6,5.2,6.7,0,None,5.0,2.0,89,10,0,32,85,44,62,28,2025-11-16,Cloudy,Flat,249,282.0,4,1,0,1,1,0,0,0,0,0,1,33.0
R044914,59,Male,53,2,Intermediate,1,258.0,12.4,5,15.0,2,2,76,9,0.0,80,52.185875338907294,27.0,5.3,7.7,1,Moderate,7.0,8.0,43,24,16,41,72,0,38,24,2024-02-28,Cold,Hilly,230,289.0,6,0,0,0,0,0,0,0,0,0,0,59.0
R053614,65,Female,18,1,Beginner,2,268.0,12.6,4,15.0,1,3,63,10,5.3,80,37.95663941708101,20.6,5.1,8.0,1,Minor,3.0,7.0,38,37,54,1,58,0,51,20,2024-07-23,Sunny,Flat,234,278.0,10,0,0,0,0,0,0,0,0,0,0,44.0
R084210,19,Female,26,5,Intermediate,9,236.0,24.9,4,15.7,1,3,83,14,1.3,73,59.79255481933717,23.4,9.7,7.5,0,None,5.0,8.0,88,17,53,17,44,100,25,48,2025-10-22,Cloudy,Mixed,245,271.0,8,2,0,0,0,0,0,0,0,0,1,26.0
R042160,27,Male,48,3,Intermediate,8,265.0,21.9,4,15.7,1,3,88,14,5.8,80,45.55334564297273,24.2,6.8,6.8,0,None,10.0,9.0,93,12,73,64,82,41,65,33,2024-04-19,Sunny,Hilly,250,281.0,9,1,0,0,0,0,0,0,0,0,1,31.0
R085817,26,Female,18,0,Beginner,8,,16.3,3,15.0,1,3,72,13,0.0,80,54.50608337467104,22.5,7.9,7.2,1,Minor,10.0,4.0,97,28,26,26,72,60,82,83,2024-03-09,Windy,Flat,260,298.0,7,0,0,1,0,0,0,0,0,0,0,38.0
R071301,50,Male,31,4,Intermediate,6,224.0,12.4,5,15.0,1,2,96,16,0.1,64,69.9983950812305,21.3,4.7,7.0,0,None,4.0,6.0,85,4,17,28,66,50,92,98,2025-11-13,Rainy,Flat,231,260.0,4,1,0,0,0,1,0,1,1,0,1,29.0
R077201,38,Male,14,2,Beginner,9,278.0,12.4,4,15.8,2,3,99,16,0.0,80,55.33296561566471,27.1,8.8,6.8,0,None,7.0,9.0,78,1,58,60,81,76,62,56,2025-03-06,Hot,Mixed,268,306.0,7,0,0,0,0,0,0,0,0,0,0,38.0
R014868,65,Male,8,3,Beginner,5,235.0,12.4,4,15.0,1,3,83,11,0.0,80,42.76295571394983,23.2,4.6,7.7,2,Moderate,6.0,6.0,64,17,0,0,40,24,31,62,2025-04-24,Sunny,Hilly,219,279.0,6,0,0,0,0,0,0,1,0,0,0,60.0
R016731,59,Male,28,7,Intermediate,9,230.0,12.4,4,15.0,1,3,100,12,3.9,78,55.04838159536624,24.8,1.9497553951229447,5.57123312604432,1,Minor,7.0,6.0,83,0,80,65,99,22,89,83,2024-06-23,Sunny,Hilly,205,256.0,6,0,0,0,0,0,0,1,0,0,0,51.0
R041047,32,Female,20,0,Beginner,4,,12.4,3,15.0,1,3,64,9,0.0,73,53.830764106327045,23.0,1.111610709266732,5.797313843256706,1,Minor,6.0,5.0,52,36,31,22,42,47,53,61,2025-09-25,Hot,Mixed,307,361.0,9,0,0,1,0,0,0,0,0,0,0,54.0
R056674,63,Non-binary,61,1,Advanced,9,229.0,21.9,5,25.0,2,2,96,16,0.0,73,61.94726862816913,23.1,5.3,8.3,0,None,8.0,1.0,75,4,56,32,72,85,87,73,2024-09-25,Windy,Flat,225,249.0,10,2,0,0,0,0,0,0,0,0,1,24.0
R064871,30,Female,63,3,Advanced,9,241.0,21.0,4,15.0,1,3,75,14,4.0,80,48.39735022131585,20.3,5.2,6.9,0,None,4.0,7.0,73,25,61,51,56,65,76,44,2024-12-29,Sunny,Flat,210,235.0,8,2,0,0,0,0,0,0,0,0,1,25.0
R027787,64,Female,13,2,Beginner,1,272.0,12.4,4,15.0,1,3,74,9,0.0,80,47.32980838033005,18.8,6.0,8.7,1,Minor,7.0,5.0,56,26,0,0,82,42,35,64,2024-05-27,Rainy,Mixed,258,306.0,10,0,0,0,0,0,0,0,0,0,0,48.0
R098050,42,Female,6,2,Beginner,9,232.0,15.1,5,15.0,1,2,81,12,0.1,72,53.55743104202453,22.1,4.5,7.1,1,Minor,8.0,6.0,65,19,31,48,82,83,100,34,2024-06-29,Sunny,Flat,240,272.0,7,1,0,0,1,1,0,0,0,0,1,32.0
R008581,53,Female,8,2,Beginner,10,301.0,17.6,4,15.0,1,3,100,14,0.0,70,61.07131834138985,24.1,5.1,8.1,0,None,9.0,6.0,103,0,56,64,78,67,92,14,2025-10-30,Cloudy,Hilly,285,316.0,9,1,0,0,0,0,0,0,0,0,1,31.0
R010840,60,Female,36,2,Intermediate,1,218.0,12.4,4,15.0,2,3,65,11,3.7,80,42.55870203760905,20.4,3.3,7.0,0,None,8.0,6.0,66,35,0,2,50,8,14,57,2024-08-11,Cold,Flat,201,242.0,4,0,0,0,0,0,0,1,0,0,0,41.0
R039995,55,Female,8,1,Beginner,6,271.0,20.7,4,20.8,1,3,80,16,0.5,80,35.0,20.2,3.3,7.0,0,None,7.0,6.0,72,20,48,53,73,52,34,23,2025-01-18,Windy,Mixed,271,318.0,4,0,0,0,0,0,0,0,1,0,0,47.0
R077815,39,Female,30,0,Intermediate,7,,12.4,5,15.0,1,2,83,10,0.0,66,67.22385225601052,20.4,7.1,7.6,1,Minor,5.0,6.0,59,17,33,39,85,57,44,52,2025-08-17,Windy,Flat,240,275.0,5,0,0,1,0,0,0,1,0,0,0,35.0
R014519,24,Non-binary,61,5,Advanced,10,209.0,33.1,6,25.3,1,1,96,16,0.6,77,55.119961351062464,23.0,10.0,7.3,2,Severe,7.0,8.0,61,9,39,64,79,65,44,34,2025-06-05,Windy,Flat,196,245.0,3,0,0,0,0,0,0,0,0,0,0,49.0
R003756,25,Female,66,1,Advanced,6,203.0,17.6,5,15.0,2,2,60,8,0.7,69,66.58312729784453,19.4,10.0,7.0,0,None,3.0,9.0,76,40,52,21,50,70,42,50,2024-06-18,Rainy,Flat,193,220.0,8,1,0,0,0,0,0,0,1,0,1,27.0
R005943,36,Male,6,1,Beginner,9,287.0,26.2,4,16.0,1,3,80,10,6.3,76,52.48070529913196,27.3,8.6,8.1,0,None,2.0,5.0,85,20,78,68,100,100,80,59,2025-11-10,Hot,Hilly,300,,5,0,1,0,0,0,0,0,0,0,0,
R074855,51,Female,32,2,Intermediate,2,243.0,12.4,5,15.0,1,2,68,10,0.0,74,53.1186281830081,23.3,4.5,6.4,0,None,9.0,7.0,81,32,29,0,66,30,42,53,2025-04-05,Rainy,Hilly,235,278.0,8,0,0,0,0,0,0,0,0,0,0,43.0
R078872,62,Male,102,2,Advanced,6,248.0,14.0,6,15.0,1,1,74,12,1.0,80,47.27871347723717,25.1,5.8,5.0,0,None,8.0,8.0,40,26,42,17,75,15,57,33,2024-11-10,Cold,Hilly,203,246.0,5,0,0,0,0,0,0,0,0,0,0,43.0
R049032,37,Male,6,2,Beginner,3,297.0,12.4,4,15.0,1,3,76,10,0.0,80,48.24114580313646,24.3,5.7,5.4,0,None,7.0,9.0,67,24,46,24,66,35,53,100,2024-02-20,Rainy,Mixed,279,322.0,4,0,0,0,0,0,0,0,0,0,0,43.0
R017020,54,Female,17,2,Beginner,4,309.0,12.4,4,15.0,0,3,73,8,0.0,80,40.99290725606237,23.4,5.8,7.2,2,Moderate,6.0,9.0,87,27,39,15,92,50,46,33,2025-01-29,Rainy,Flat,266,319.0,7,0,0,0,0,0,1,0,0,0,0,53.0
R064348,63,Female,6,3,Beginner,2,286.0,12.4,4,15.0,1,3,74,12,0.0,80,50.38779287816001,18.6,5.0,5.2,0,None,6.0,9.0,40,26,37,0,54,25,80,48,2025-09-10,Windy,Hilly,267,317.0,4,0,0,0,0,0,1,0,0,0,0,50.0
R085175,56,Male,6,1,Beginner,4,286.0,12.4,4,15.0,1,3,68,7,0.0,80,47.46842263987568,19.6,3.4,5.0,0,None,6.0,4.0,82,32,18,15,85,17,5,64,2025-09-19,Windy,Flat,287,330.0,6,0,0,0,0,0,0,0,0,0,0,43.0
R044179,61,Female,163,3,Advanced,6,220.0,12.4,6,15.0,1,1,58,14,4.7,50,72.09275749366199,21.8,7.0,5.9,1,Minor,7.0,5.0,78,14,59,81,40,29,100,38,2025-07-15,Cold,Mixed,204,222.0,3,3,0,0,0,0,0,0,0,0,1,18.0
R012354,41,Male,21,1,Beginner,3,280.0,12.4,3,15.0,1,3,84,15,10.0,78,53.55743104202453,25.3,5.4,7.7,0,None,5.0,5.0,93,16,13,32,84,4,50,57,2024-02-24,Cold,Mixed,253,294.0,5,0,0,0,1,0,0,0,0,0,0,41.0
R015665,54,Male,6,3,Beginner,1,261.0,12.4,4,16.4,1,3,78,11,1.7,70,53.84577407183183,23.4,8.1,5.4,0,None,1.0,6.0,59,22,4,0,60,3,81,38,2024-02-21,Sunny,Flat,279,312.0,6,1,0,0,0,0,0,0,0,0,1,33.0
R095431,19,Male,15,3,Beginner,8,266.0,12.4,5,15.0,0,2,91,13,0.0,78,53.07882067670636,23.9,6.9,7.6,2,Minor,4.0,4.0,90,9,70,50,79,52,53,39,2025-03-01,Cloudy,Mixed,259,297.0,8,0,0,0,0,0,0,0,0,0,0,38.0
R084789,60,Female,70,2,Advanced,6,236.0,32.6,5,15.4,2,2,91,15,4.5,71,60.264844685308525,21.9,6.5,6.7,1,Minor,2.0,8.0,107,9,32,5,74,37,69,61,2025-06-10,Rainy,Flat,232,264.0,9,1,0,0,0,0,0,0,0,0,1,32.0
R008092,39,Female,65,2,Advanced,10,184.0,44.9,5,27.3,1,2,97,15,0.0,72,54.483255721065774,18.0,5.9,5.8,1,Moderate,9.0,4.0,108,3,73,54,86,77,73,41,2025-03-31,Sunny,Hilly,179,217.0,10,0,0,0,0,0,0,0,0,0,0,38.0
R073459,33,Male,18,2,Beginner,7,227.0,18.3,5,15.0,0,2,73,10,0.0,80,53.55743104202453,24.9,9.6,7.9,1,Moderate,4.0,6.0,60,27,8,33,55,15,50,59,2024-02-01,Hot,Hilly,235,295.0,8,0,0,0,1,0,0,0,0,0,0,60.0
R011338,50,Female,6,2,Beginner,2,297.0,12.4,5,15.0,1,2,89,14,0.0,80,48.73729695481703,18.0,7.5,7.0,1,Minor,6.0,6.0,73,11,0,18,81,0,74,91,2025-05-19,Windy,Hilly,266,319.0,7,0,0,0,0,0,0,0,0,0,0,53.0
R028964,50,Male,57,1,Intermediate,4,255.0,13.8,3,15.0,2,3,87,13,2.6,78,53.6597558151241,19.2,6.2,6.7,0,None,6.0,6.0,65,13,0,21,85,0,83,38,2025-01-11,Cloudy,Flat,243,269.0,3,2,0,0,0,0,1,1,0,0,1,26.0
R015098,57,Male,31,3,Intermediate,2,223.0,12.4,6,15.0,1,1,80,11,3.6,76,48.12468495983286,25.4,3.9,7.2,0,None,7.0,7.0,48,20,18,49,75,28,64,59,2024-01-06,Sunny,Hilly,233,272.0,7,0,0,0,0,0,0,0,0,0,0,39.0
R072610,26,Male,30,3,Intermediate,9,250.0,26.0,5,22.8,1,2,95,16,0.5,80,51.30902076342088,21.2,8.1,5.0,0,None,5.0,1.0,112,5,75,44,97,43,79,21,2024-07-01,Sunny,Mixed,243,270.0,7,1,0,0,0,0,0,0,0,0,1,27.0
R079831,48,Female,61,2,Advanced,1,235.0,12.4,6,15.0,1,1,71,10,0.1,80,43.54774663549004,23.5,6.5,6.9,0,None,5.0,4.0,92,29,37,0,34,0,87,29,2025-12-10,Rainy,Hilly,218,263.0,9,0,0,0,0,1,0,0,0,0,0,45.0
R030155,45,Male,14,0,Beginner,9,,12.4,4,15.0,0,3,82,12,0.0,76,53.72210210312175,23.1,5.3,5.5,2,Minor,3.0,8.0,67,18,36,73,65,100,91,16,2025-03-07,Windy,Mixed,273,320.0,6,0,0,1,0,0,0,0,0,0,0,47.0
R085235,39,Female,150,1,Advanced,7,199.0,30.1,6,15.4,1,1,100,13,0.1,80,46.474923695437134,24.6,5.0,7.2,0,None,6.0,1.0,112,0,44,41,70,46,75,39,2025-12-10,Cloudy,Hilly,176,206.0,10,1,0,0,0,1,0,0,0,0,1,30.0
R042814,29,Male,26,3,Intermediate,1,231.0,12.4,4,15.0,1,3,86,13,10.0,80,50.583024527447904,23.5,10.0,8.3,0,None,7.0,6.0,74,14,12,24,78,43,68,59,2024-12-23,Hot,Mixed,232,270.0,9,0,0,0,0,0,0,1,0,0,0,38.0
R004930,51,Female,55,2,Intermediate,9,252.0,21.3,4,16.6,1,3,96,16,0.0,80,47.10617129208181,19.1,7.0,6.6,3,Moderate,6.0,7.0,112,4,60,69,99,36,37,81,2025-03-05,Cloudy,Flat,253,292.0,5,0,0,0,0,0,0,0,0,0,0,39.0
R079908,59,Female,43,2,Intermediate,6,270.0,12.4,5,15.0,2,2,100,14,3.7,80,35.05911596318083,19.7,6.0,5.9,0,None,8.0,6.0,92,0,18,50,73,29,62,62,2025-02-26,Rainy,Flat,245,280.0,7,0,0,0,0,0,0,1,0,0,0,35.0
R022336,31,Non-binary,6,3,Beginner,10,292.0,13.1,4,15.0,1,3,86,9,0.1,80,46.613990695086,18.0,8.8,5.1,1,Moderate,4.0,6.0,109,14,69,41,89,81,81,28,2025-12-18,Sunny,Hilly,283,335.0,8,0,0,0,0,1,0,1,0,0,0,52.0
R011227,18,Female,11,0,Beginner,4,,12.4,4,15.0,1,3,69,10,6.4,70,61.81843450339041,23.1,10.0,7.2,0,None,3.0,2.0,70,31,21,26,67,0,31,30,2024-02-11,Cloudy,Flat,243,272.0,4,1,0,1,0,0,0,0,0,0,1,29.0
R025591,54,Male,140,3,Advanced,4,214.0,23.9,6,15.0,2,1,95,10,3.8,72,63.63747080905211,27.8,6.6,8.2,2,Severe,6.0,3.0,50,16,10,35,66,28,86,47,2025-08-18,Sunny,Hilly,218,273.0,9,0,0,0,0,0,1,0,0,0,0,55.0
R050251,41,Female,56,4,Intermediate,5,256.0,26.3,3,15.0,1,3,81,10,0.0,80,43.04921871214849,20.1,8.5,7.6,3,Moderate,8.0,8.0,56,19,8,9,56,46,63,73,2024-04-02,Hot,Hilly,257,313.0,8,0,0,0,0,0,0,0,0,0,0,56.0
R043819,45,Male,138,0,Advanced,4,,12.4,4,15.0,2,3,53,7,4.4,74,58.388066132073135,25.3,8.1,6.0,0,None,6.0,6.0,53,47,5,50,45,0,71,16,2025-09-01,Sunny,Mixed,241,274.0,7,1,0,1,0,0,1,1,0,0,1,33.0
R001399,38,Male,49,3,Intermediate,9,234.0,25.2,4,19.2,2,3,92,16,0.0,69,53.55743104202453,24.1,8.1,6.5,0,None,4.0,9.0,112,8,95,57,67,28,83,95,2025-08-01,Hot,Hilly,232,270.0,5,0,0,0,1,0,0,0,0,0,0,38.0
R005329,30,Female,6,1,Beginner,5,281.0,12.4,4,15.0,1,3,71,11,4.0,78,53.49014768755137,24.2,9.7,5.5,0,None,6.0,7.0,36,29,35,36,51,35,54,39,2024-04-14,Cloudy,Mixed,292,326.0,7,0,0,0,0,0,0,0,0,0,0,34.0
R046209,52,Female,45,0,Intermediate,3,,15.3,3,15.0,1,3,76,12,0.6,78,48.32986907265249,21.0,7.5,6.1,0,None,7.0,6.0,59,24,3,7,50,0,46,46,2024-08-24,Hot,Flat,244,282.0,5,0,0,1,0,0,0,0,0,0,0,38.0
R006426,59,Male,11,1,Beginner,4,300.0,12.4,4,15.0,1,3,89,12,1.2,72,57.43070942463348,19.1,3.0,6.9,2,Moderate,5.0,4.0,78,11,61,31,63,55,77,33,2025-04-21,Sunny,Hilly,288,341.0,10,0,0,0,0,0,0,0,0,0,0,53.0
R022357,38,Male,63,1,Advanced,6,193.0,12.4,4,15.0,1,3,81,11,0.0,80,42.97701440617982,21.6,5.2,8.2,1,Minor,7.0,6.0,91,19,23,48,51,28,31,81,2024-01-21,Sunny,Mixed,201,239.0,6,0,0,0,0,0,0,1,0,0,0,38.0
R098991,35,Female,6,4,Beginner,2,257.0,21.1,4,15.0,1,3,70,13,0.1,76,52.53465263204904,20.3,5.5,6.7,0,None,5.0,3.0,66,30,0,0,39,0,33,69,2024-01-30,Cloudy,Mixed,255,293.0,5,0,0,0,0,1,0,0,0,0,0,38.0
R072377,62,Female,15,2,Beginner,9,308.0,27.8,3,18.8,1,3,80,14,0.1,80,47.29839748079394,27.6,5.3,7.8,0,None,7.0,7.0,68,20,24,0,73,71,33,43,2025-04-09,Hot,Flat,314,352.0,7,0,0,0,0,1,0,0,0,0,0,38.0
R092896,50,Female,13,2,Beginner,1,304.0,12.4,4,15.0,0,3,79,12,0.0,80,49.010462043057466,19.2,9.8,7.1,1,Minor,7.0,6.0,89,21,35,0,63,32,54,27,2024-11-04,Hot,Hilly,291,346.0,3,0,0,0,0,0,0,1,0,0,0,55.0
R029060,26,Male,37,5,Intermediate,3,276.0,12.4,7,15.0,1,0,74,12,9.0,80,41.112434704712925,22.8,8.1,6.5,0,None,6.0,9.0,58,26,0,0,55,50,56,43,2025-04-27,Cold,Mixed,274,314.0,6,0,0,0,0,0,0,0,0,0,0,40.0
R055822,45,Male,45,1,Intermediate,8,241.0,28.0,5,22.0,2,2,92,13,0.0,73,59.70815902614272,24.7,5.6,6.1,0,None,7.0,5.0,81,8,41,46,67,37,19,95,2024-04-06,Cold,Hilly,235,270.0,8,0,0,0,0,0,0,0,0,0,0,35.0
R065002,19,Female,90,0,Advanced,6,,36.0,5,19.0,2,2,95,16,1.1,71,53.55743104202453,19.2,10.0,6.4,0,None,3.0,6.0,94,5,79,31,100,53,67,56,2024-12-06,Sunny,Flat,213,229.0,6,3,0,1,1,0,0,1,0,0,1,16.0
R014752,58,Female,60,0,Intermediate,5,,12.4,4,15.0,1,3,83,15,0.0,80,42.850638116777176,20.8,4.6,8.2,0,None,10.0,3.0,76,17,16,31,77,33,65,53,2025-05-31,Cloudy,Hilly,226,262.0,6,0,0,1,0,0,0,0,0,0,0,36.0
R011163,48,Male,17,2,Beginner,5,281.0,12.4,3,16.2,0,3,96,16,0.0,80,41.22917861219712,23.9,4.4,7.7,1,Moderate,2.0,10.0,60,4,26,32,100,35,83,44,2025-08-17,Sunny,Hilly,267,323.0,6,0,0,0,0,0,0,0,0,0,0,56.0
R057405,23,Female,46,1,Intermediate,10,237.0,14.9,6,15.0,0,1,100,16,2.5,70,59.95195860673633,21.4,8.2,7.0,1,Moderate,3.0,8.0,94,0,89,29,69,78,64,50,2025-09-18,Sunny,Hilly,247,291.0,6,0,0,0,0,0,0,0,0,0,0,44.0
R060497,20,Male,11,4,Beginner,7,275.0,12.4,3,15.0,1,3,87,12,5.9,70,63.97701980520137,25.2,6.5,8.2,1,Minor,6.0,3.0,48,13,88,9,56,76,44,40,2024-12-30,Windy,Hilly,256,303.0,6,0,0,0,0,0,0,0,0,0,0,47.0
